SubRegion	GC_Beg	GC_End	PP_Beg	PP_End	PP_Ori	ABeg	AEnd
02a	78599	91880	1768583	2000000	1	1847181	1860462
02a	78662	91880	1768583	2000000	1	1847244	1860462
02a	82199	92414	1768583	2000000	1	1850781	1860996
02a	82199	83856	1768583	2000000	1	1850781	1852438
02a	94175	96842	1768583	2000000	1	1862757	1865424
02a	94175	95231	1768583	2000000	1	1862757	1863813
02a	95231	96492	1768583	2000000	1	1863813	1865074
02a	98575	100282	1768583	2000000	1	1867157	1868864
02a	100180	101797	1768583	2000000	1	1868762	1870379
02a	101797	147629	1768583	2000000	1	1870379	1916211
02a	119576	153693	1768583	2000000	1	1888158	1922275
02a	151671	151672	1768583	2000000	1	1920253	1920254
02a	156995	157003	1768583	2000000	1	1925577	1925585
02a	157562	161275	1768583	2000000	1	1926144	1929857
02a	159983	161275	1768583	2000000	1	1928565	1929857
02a	165206	165264	1768583	2000000	1	1933788	1933846
02a	167875	172408	1768583	2000000	1	1936457	1940990
02a	178192	178216	1768583	2000000	1	1946774	1946798
02a	181841	181850	1768583	2000000	1	1950423	1950432
02a	182285	182553	1768583	2000000	1	1950867	1951135
02a	190465	211310	1768583	2000000	1	1959047	1979892
02a	190839	193028	1768583	2000000	1	1959421	1961610
02a	192994	198037	1768583	2000000	1	1961576	1966619
02a	193567	200132	1768583	2000000	1	1962149	1968714
02a	193880	201890	1768583	2000000	1	1962462	1970472
02a	193880	196408	1768583	2000000	1	1962462	1964990
02a	193967	193968	1768583	2000000	1	1962549	1962550
02a	196072	196408	1768583	2000000	1	1964654	1964990
02a	200132	201890	1768583	2000000	1	1968714	1970472
02a	200132	201035	1768583	2000000	1	1968714	1969617
02a	201035	201890	1768583	2000000	1	1969617	1970472
02a	201035	202355	1768583	2000000	1	1969617	1970937
02a	206006	211310	1768583	2000000	1	1974588	1979892
02a	208294	208429	1768583	2000000	1	1976876	1977011
02a	209539	211310	1768583	2000000	1	1978121	1979892
02a	209539	209724	1768583	2000000	1	1978121	1978306
02a	217807	221339	1768583	2000000	1	1986389	1989921
02a	220283	220690	1768583	2000000	1	1988865	1989272
02a	220690	221339	1768583	2000000	1	1989272	1989921
02a	224891	229715	1768583	2000000	1	1993473	1998297
02b	1247	2975	2000001	2250000	1	2001247	2002975
02b	1896	1915	2000001	2250000	1	2001896	2001915
02b	3478	3663	2000001	2250000	1	2003478	2003663
02b	3478	3488	2000001	2250000	1	2003478	2003488
02b	5362	5734	2000001	2250000	1	2005362	2005734
02b	13495	15005	2000001	2250000	1	2013495	2015005
02b	15003	15005	2000001	2250000	1	2015003	2015005
02b	15994	16008	2000001	2250000	1	2015994	2016008
02b	20208	30926	2000001	2250000	1	2020208	2030926
02b	20277	30926	2000001	2250000	1	2020277	2030926
02b	58642	59618	2000001	2250000	1	2058642	2059618
02b	71531	72745	2000001	2250000	1	2071531	2072745
02b	71531	72270	2000001	2250000	1	2071531	2072270
02b	73732	74004	2000001	2250000	1	2073732	2074004
02b	80853	83385	2000001	2250000	1	2080853	2083385
02b	80853	81252	2000001	2250000	1	2080853	2081252
02b	83385	83574	2000001	2250000	1	2083385	2083574
02b	86315	90187	2000001	2250000	1	2086315	2090187
02b	87432	125184	2000001	2250000	1	2087432	2125184
02b	87681	155057	2000001	2250000	1	2087681	2155057
02b	87681	90187	2000001	2250000	1	2087681	2090187
02b	92700	100932	2000001	2250000	1	2092700	2100932
02b	93567	107372	2000001	2250000	1	2093567	2107372
02b	99872	100932	2000001	2250000	1	2099872	2100932
02b	102611	103625	2000001	2250000	1	2102611	2103625
02b	103625	107372	2000001	2250000	1	2103625	2107372
02b	106235	106247	2000001	2250000	1	2106235	2106247
02b	106365	107535	2000001	2250000	1	2106365	2107535
02b	110693	119335	2000001	2250000	1	2110693	2119335
02b	110726	113952	2000001	2250000	1	2110726	2113952
02b	111942	112710	2000001	2250000	1	2111942	2112710
02b	113952	114238	2000001	2250000	1	2113952	2114238
02b	114013	116219	2000001	2250000	1	2114013	2116219
02b	114523	119704	2000001	2250000	1	2114523	2119704
02b	116849	122721	2000001	2250000	1	2116849	2122721
02b	119274	119335	2000001	2250000	1	2119274	2119335
02b	119502	123521	2000001	2250000	1	2119502	2123521
02b	119502	119732	2000001	2250000	1	2119502	2119732
02b	121482	122721	2000001	2250000	1	2121482	2122721
02b	122646	125184	2000001	2250000	1	2122646	2125184
02b	123521	123536	2000001	2250000	1	2123521	2123536
02b	125183	125184	2000001	2250000	1	2125183	2125184
02b	129088	129101	2000001	2250000	1	2129088	2129101
02b	129088	129832	2000001	2250000	1	2129088	2129832
02b	131904	135564	2000001	2250000	1	2131904	2135564
02b	131904	134287	2000001	2250000	1	2131904	2134287
02b	133364	134075	2000001	2250000	1	2133364	2134075
02b	133364	133504	2000001	2250000	1	2133364	2133504
02b	133364	135564	2000001	2250000	1	2133364	2135564
02b	134303	134345	2000001	2250000	1	2134303	2134345
02b	134303	137481	2000001	2250000	1	2134303	2137481
02b	135849	147402	2000001	2250000	1	2135849	2147402
02b	135849	135851	2000001	2250000	1	2135849	2135851
02b	137210	137481	2000001	2250000	1	2137210	2137481
02b	137210	137422	2000001	2250000	1	2137210	2137422
02b	137280	137281	2000001	2250000	1	2137280	2137281
02b	141342	141502	2000001	2250000	1	2141342	2141502
02b	145864	147402	2000001	2250000	1	2145864	2147402
02b	145864	151258	2000001	2250000	1	2145864	2151258
02b	148830	154939	2000001	2250000	1	2148830	2154939
02b	148830	148875	2000001	2250000	1	2148830	2148875
02b	154476	155123	2000001	2250000	1	2154476	2155123
02b	154476	157548	2000001	2250000	1	2154476	2157548
02b	154729	154939	2000001	2250000	1	2154729	2154939
02b	156917	157241	2000001	2250000	1	2156917	2157241
02b	157172	157174	2000001	2250000	1	2157172	2157174
02b	160041	160238	2000001	2250000	1	2160041	2160238
02b	160048	161879	2000001	2250000	1	2160048	2161879
02b	160048	160276	2000001	2250000	1	2160048	2160276
02b	160503	160532	2000001	2250000	1	2160503	2160532
02b	163367	166540	2000001	2250000	1	2163367	2166540
02b	179873	179902	2000001	2250000	1	2179873	2179902
02b	181173	181235	2000001	2250000	1	2181173	2181235
02b	190306	190323	2000001	2250000	1	2190306	2190323
02b	191390	193613	2000001	2250000	1	2191390	2193613
02b	191701	193613	2000001	2250000	1	2191701	2193613
02b	191933	193030	2000001	2250000	1	2191933	2193030
02b	193104	193613	2000001	2250000	1	2193104	2193613
02b	193613	196958	2000001	2250000	1	2193613	2196958
02b	196917	196958	2000001	2250000	1	2196917	2196958
02b	197086	197088	2000001	2250000	1	2197086	2197088
02b	201566	201627	2000001	2250000	1	2201566	2201627
02b	201566	202849	2000001	2250000	1	2201566	2202849
02b	201605	201627	2000001	2250000	1	2201605	2201627
02b	201738	201784	2000001	2250000	1	2201738	2201784
02b	201738	201782	2000001	2250000	1	2201738	2201782
02b	202154	202849	2000001	2250000	1	2202154	2202849
02b	207666	207681	2000001	2250000	1	2207666	2207681
02b	209152	209854	2000001	2250000	1	2209152	2209854
02b	209279	209302	2000001	2250000	1	2209279	2209302
02b	211661	214578	2000001	2250000	1	2211661	2214578
02b	211661	213629	2000001	2250000	1	2211661	2213629
02b	214415	214578	2000001	2250000	1	2214415	2214578
02b	220984	222060	2000001	2250000	1	2220984	2222060
02b	220987	248056	2000001	2250000	1	2220987	2248056
02b	220987	242806	2000001	2250000	1	2220987	2242806
02b	220987	233608	2000001	2250000	1	2220987	2233608
02b	221144	221169	2000001	2250000	1	2221144	2221169
02b	227870	227872	2000001	2250000	1	2227870	2227872
02b	229463	232888	2000001	2250000	1	2229463	2232888
02b	230565	233584	2000001	2250000	1	2230565	2233584
02b	231524	232447	2000001	2250000	1	2231524	2232447
02b	232447	240408	2000001	2250000	1	2232447	2240408
02b	237234	238070	2000001	2250000	1	2237234	2238070
02b	240408	242110	2000001	2250000	1	2240408	2242110
02b	241289	245663	2000001	2250000	1	2241289	2245663
02b	241290	242806	2000001	2250000	1	2241290	2242806
02b	242055	248282	2000001	2250000	1	2242055	2248282
02b	242062	242806	2000001	2250000	1	2242062	2242806
02b	248049	248056	2000001	2250000	1	2248049	2248056
02c	334	6865	2250001	2504966	1	2250334	2256865
02c	334	447	2250001	2504966	1	2250334	2250447
02c	1840	2133	2250001	2504966	1	2251840	2252133
02c	3980	4175	2250001	2504966	1	2253980	2254175
02c	4037	10752	2250001	2504966	1	2254037	2260752
02c	4175	6865	2250001	2504966	1	2254175	2256865
02c	5929	8783	2250001	2504966	1	2255929	2258783
02c	7072	7846	2250001	2504966	1	2257072	2257846
02c	7073	7846	2250001	2504966	1	2257073	2257846
02c	22764	22833	2250001	2504966	1	2272764	2272833
02c	31308	35491	2250001	2504966	1	2281308	2285491
02c	35472	35491	2250001	2504966	1	2285472	2285491
02c	47863	48337	2250001	2504966	1	2297863	2298337
02c	47863	48293	2250001	2504966	1	2297863	2298293
02c	48293	48337	2250001	2504966	1	2298293	2298337
02c	56192	57780	2250001	2504966	1	2306192	2307780
02c	56192	56193	2250001	2504966	1	2306192	2306193
02c	57440	57780	2250001	2504966	1	2307440	2307780
02c	57761	57780	2250001	2504966	1	2307761	2307780
02c	59863	59953	2250001	2504966	1	2309863	2309953
02c	59883	59953	2250001	2504966	1	2309883	2309953
02c	69015	69094	2250001	2504966	1	2319015	2319094
02c	69015	69206	2250001	2504966	1	2319015	2319206
02c	78187	89858	2250001	2504966	1	2328187	2339858
02c	78187	92922	2250001	2504966	1	2328187	2342922
02c	79729	81048	2250001	2504966	1	2329729	2331048
02c	80103	80115	2250001	2504966	1	2330103	2330115
02c	80170	81048	2250001	2504966	1	2330170	2331048
02c	84734	92233	2250001	2504966	1	2334734	2342233
02c	84734	89858	2250001	2504966	1	2334734	2339858
02c	88187	88276	2250001	2504966	1	2338187	2338276
02c	89857	89858	2250001	2504966	1	2339857	2339858
02c	96477	96557	2250001	2504966	1	2346477	2346557
02c	96755	96794	2250001	2504966	1	2346755	2346794
02c	103984	104015	2250001	2504966	1	2353984	2354015
02c	106271	106281	2250001	2504966	1	2356271	2356281
02c	124839	136384	2250001	2504966	1	2374839	2386384
02c	124839	129051	2250001	2504966	1	2374839	2379051
02c	124839	125299	2250001	2504966	1	2374839	2375299
02c	124839	140373	2250001	2504966	1	2374839	2390373
02c	125473	126495	2250001	2504966	1	2375473	2376495
02c	126551	126913	2250001	2504966	1	2376551	2376913
02c	126840	126913	2250001	2504966	1	2376840	2376913
02c	127111	127182	2250001	2504966	1	2377111	2377182
02c	127579	127641	2250001	2504966	1	2377579	2377641
02c	128137	128686	2250001	2504966	1	2378137	2378686
02c	129601	138623	2250001	2504966	1	2379601	2388623
02c	129601	137101	2250001	2504966	1	2379601	2387101
02c	129648	130659	2250001	2504966	1	2379648	2380659
02c	130734	131165	2250001	2504966	1	2380734	2381165
02c	131212	131407	2250001	2504966	1	2381212	2381407
02c	132427	134463	2250001	2504966	1	2382427	2384463
02c	134520	134543	2250001	2504966	1	2384520	2384543
02c	134583	137101	2250001	2504966	1	2384583	2387101
02c	136959	140373	2250001	2504966	1	2386959	2390373
02c	138466	142651	2250001	2504966	1	2388466	2392651
02c	138738	142651	2250001	2504966	1	2388738	2392651
02c	138892	142651	2250001	2504966	1	2388892	2392651
02c	142114	142651	2250001	2504966	1	2392114	2392651
02c	143222	143335	2250001	2504966	1	2393222	2393335
02c	148622	159911	2250001	2504966	1	2398622	2409911
02c	148622	149617	2250001	2504966	1	2398622	2399617
02c	148622	150008	2250001	2504966	1	2398622	2400008
02c	149977	166207	2250001	2504966	1	2399977	2416207
02c	149977	156015	2250001	2504966	1	2399977	2406015
02c	149977	150359	2250001	2504966	1	2399977	2400359
02c	149977	151557	2250001	2504966	1	2399977	2401557
02c	149977	151394	2250001	2504966	1	2399977	2401394
02c	150004	150008	2250001	2504966	1	2400004	2400008
02c	151221	151647	2250001	2504966	1	2401221	2401647
02c	151504	151647	2250001	2504966	1	2401504	2401647
02c	151730	152792	2250001	2504966	1	2401730	2402792
02c	151730	152020	2250001	2504966	1	2401730	2402020
02c	151730	156040	2250001	2504966	1	2401730	2406040
02c	152787	152792	2250001	2504966	1	2402787	2402792
02c	153657	156015	2250001	2504966	1	2403657	2406015
02c	154476	156015	2250001	2504966	1	2404476	2406015
02c	154476	154745	2250001	2504966	1	2404476	2404745
02c	155574	156040	2250001	2504966	1	2405574	2406040
02c	155608	156040	2250001	2504966	1	2405608	2406040
02c	157426	163794	2250001	2504966	1	2407426	2413794
02c	157426	157831	2250001	2504966	1	2407426	2407831
02c	157433	157588	2250001	2504966	1	2407433	2407588
02c	157595	162318	2250001	2504966	1	2407595	2412318
02c	158003	163742	2250001	2504966	1	2408003	2413742
02c	158003	164189	2250001	2504966	1	2408003	2414189
02c	158494	163742	2250001	2504966	1	2408494	2413742
02c	159867	162432	2250001	2504966	1	2409867	2412432
02c	161059	162318	2250001	2504966	1	2411059	2412318
02c	161619	163742	2250001	2504966	1	2411619	2413742
02c	161889	162318	2250001	2504966	1	2411889	2412318
02c	164097	164189	2250001	2504966	1	2414097	2414189
02c	164839	171085	2250001	2504966	1	2414839	2421085
02c	165350	165898	2250001	2504966	1	2415350	2415898
02c	165693	165695	2250001	2504966	1	2415693	2415695
02c	165695	168890	2250001	2504966	1	2415695	2418890
02c	165695	166207	2250001	2504966	1	2415695	2416207
02c	166260	166688	2250001	2504966	1	2416260	2416688
02c	168214	168397	2250001	2504966	1	2418214	2418397
02c	168397	168890	2250001	2504966	1	2418397	2418890
02c	168819	169258	2250001	2504966	1	2418819	2419258
02c	168890	169358	2250001	2504966	1	2418890	2419358
02c	169412	169438	2250001	2504966	1	2419412	2419438
02c	172478	173013	2250001	2504966	1	2422478	2423013
02c	177049	177058	2250001	2504966	1	2427049	2427058
02c	177989	178363	2250001	2504966	1	2427989	2428363
02c	177989	178249	2250001	2504966	1	2427989	2428249
02c	193168	196370	2250001	2504966	1	2443168	2446370
02c	194461	194739	2250001	2504966	1	2444461	2444739
02c	194461	196370	2250001	2504966	1	2444461	2446370
02c	196034	196370	2250001	2504966	1	2446034	2446370
02c	196984	200434	2250001	2504966	1	2446984	2450434
02c	196984	200734	2250001	2504966	1	2446984	2450734
02c	197564	200434	2250001	2504966	1	2447564	2450434
02c	197564	197571	2250001	2504966	1	2447564	2447571
02c	201635	201747	2250001	2504966	1	2451635	2451747
02c	201635	201636	2250001	2504966	1	2451635	2451636
02c	203424	203548	2250001	2504966	1	2453424	2453548
02c	205718	205753	2250001	2504966	1	2455718	2455753
02c	208149	216732	2250001	2504966	1	2458149	2466732
02c	210027	211557	2250001	2504966	1	2460027	2461557
02c	210494	212830	2250001	2504966	1	2460494	2462830
02c	210494	227732	2250001	2504966	1	2460494	2477732
02c	210640	227732	2250001	2504966	1	2460640	2477732
02c	212816	212869	2250001	2504966	1	2462816	2462869
02c	219353	227732	2250001	2504966	1	2469353	2477732
02c	219353	223106	2250001	2504966	1	2469353	2473106
02c	222913	222916	2250001	2504966	1	2472913	2472916
02c	224046	224139	2250001	2504966	1	2474046	2474139
02c	225015	226393	2250001	2504966	1	2475015	2476393
02c	226612	227732	2250001	2504966	1	2476612	2477732
02c	229056	233441	2250001	2504966	1	2479056	2483441
02c	229056	231345	2250001	2504966	1	2479056	2481345
02c	229056	229434	2250001	2504966	1	2479056	2479434
02c	229056	231374	2250001	2504966	1	2479056	2481374
02c	229913	236779	2250001	2504966	1	2479913	2486779
02c	230005	230290	2250001	2504966	1	2480005	2480290
02c	230103	236727	2250001	2504966	1	2480103	2486727
02c	231337	231374	2250001	2504966	1	2481337	2481374
02c	231558	233237	2250001	2504966	1	2481558	2483237
02c	231903	233102	2250001	2504966	1	2481903	2483102
02c	231903	233441	2250001	2504966	1	2481903	2483441
02c	232359	233602	2250001	2504966	1	2482359	2483602
02c	233602	236727	2250001	2504966	1	2483602	2486727
02c	233727	235407	2250001	2504966	1	2483727	2485407
02c	233727	234194	2250001	2504966	1	2483727	2484194
02c	233727	236081	2250001	2504966	1	2483727	2486081
02c	234588	235407	2250001	2504966	1	2484588	2485407
02c	235037	235365	2250001	2504966	1	2485037	2485365
02c	235975	235994	2250001	2504966	1	2485975	2485994
02c	236727	238309	2250001	2504966	1	2486727	2488309
02c	237466	237581	2250001	2504966	1	2487466	2487581
02c	239184	242798	2250001	2504966	1	2489184	2492798
02c	240904	240946	2250001	2504966	1	2490904	2490946
02c	240904	242798	2250001	2504966	1	2490904	2492798
02c	240904	245032	2250001	2504966	1	2490904	2495032
02c	241445	241527	2250001	2504966	1	2491445	2491527
02c	241445	241928	2250001	2504966	1	2491445	2491928
02c	243591	245032	2250001	2504966	1	2493591	2495032
02c	243940	245032	2250001	2504966	1	2493940	2495032
02c	244985	245032	2250001	2504966	1	2494985	2495032
02c	246340	246698	2250001	2504966	1	2496340	2496698
02c	247960	247979	2250001	2504966	1	2497960	2497979
02c	248798	248908	2250001	2504966	1	2498798	2498908
02c	253669	253934	2250001	2504966	1	2503669	2503934
02c	253669	253943	2250001	2504966	1	2503669	2503943
07a	79	1017	2504967	2841286	1	2505045	2505983
07a	1154	1164	2504967	2841286	1	2506120	2506130
07a	6161	6171	2504967	2841286	1	2511127	2511137
07a	13569	13581	2504967	2841286	1	2518535	2518547
07a	20347	20415	2504967	2841286	1	2525313	2525381
07a	24342	24356	2504967	2841286	1	2529308	2529322
07a	24350	24356	2504967	2841286	1	2529316	2529322
07a	37948	37950	2504967	2841286	1	2542914	2542916
07a	53859	53872	2504967	2841286	1	2558825	2558838
07a	64682	64725	2504967	2841286	1	2569648	2569691
07a	65198	65199	2504967	2841286	1	2570164	2570165
07a	79596	80000	2504967	2841286	1	2584562	2584966
07a	87675	87847	2504967	2841286	1	2592641	2592813
07a	87798	89542	2504967	2841286	1	2592764	2594508
07a	89103	89421	2504967	2841286	1	2594069	2594387
07a	89391	89421	2504967	2841286	1	2594357	2594387
07a	91358	91378	2504967	2841286	1	2596324	2596344
07a	92943	92945	2504967	2841286	1	2597909	2597911
07a	104079	104169	2504967	2841286	1	2609045	2609135
