SubRegion	GC_Beg	GC_End	AR_Beg	AR_End	AR_Ori	ABeg	AEnd
01f	25638	27679	1250001	1500000	1	1275638	1277679
01f	27213	35428	1250001	1500000	1	1277213	1285428
01f	27926	28235	1250001	1500000	1	1277926	1278235
01f	28140	28235	1250001	1500000	1	1278140	1278235
01f	28215	28235	1250001	1500000	1	1278215	1278235
01f	28215	28759	1250001	1500000	1	1278215	1278759
01f	28561	58690	1250001	1500000	1	1278561	1308690
01f	30119	30124	1250001	1500000	1	1280119	1280124
01f	30119	48905	1250001	1500000	1	1280119	1298905
01f	30858	56326	1250001	1500000	1	1280858	1306326
01f	30858	30930	1250001	1500000	1	1280858	1280930
01f	32155	32165	1250001	1500000	1	1282155	1282165
01f	32155	32165	1250001	1500000	1	1282155	1282165
01f	33421	33497	1250001	1500000	1	1283421	1283497
01f	42082	61766	1250001	1500000	1	1292082	1311766
01f	42883	56326	1250001	1500000	1	1292883	1306326
01f	43025	45109	1250001	1500000	1	1293025	1295109
01f	43025	53961	1250001	1500000	1	1293025	1303961
01f	43812	48971	1250001	1500000	1	1293812	1298971
01f	45781	51954	1250001	1500000	1	1295781	1301954
01f	48905	48971	1250001	1500000	1	1298905	1298971
01f	52750	53643	1250001	1500000	1	1302750	1303643
01f	52991	52993	1250001	1500000	1	1302991	1302993
01f	53183	65373	1250001	1500000	1	1303183	1315373
01f	53531	59459	1250001	1500000	1	1303531	1309459
01f	53531	59872	1250001	1500000	1	1303531	1309872
01f	58313	59459	1250001	1500000	1	1308313	1309459
01f	58459	58690	1250001	1500000	1	1308459	1308690
01f	59741	72138	1250001	1500000	1	1309741	1322138
01f	59741	66056	1250001	1500000	1	1309741	1316056
01f	61403	61766	1250001	1500000	1	1311403	1311766
01f	63366	66913	1250001	1500000	1	1313366	1316913
01f	64115	77164	1250001	1500000	1	1314115	1327164
01f	65305	69248	1250001	1500000	1	1315305	1319248
01f	66326	66352	1250001	1500000	1	1316326	1316352
01f	66341	69580	1250001	1500000	1	1316341	1319580
01f	66860	107554	1250001	1500000	1	1316860	1357554
01f	66860	73651	1250001	1500000	1	1316860	1323651
01f	69248	69557	1250001	1500000	1	1319248	1319557
01f	69552	69580	1250001	1500000	1	1319552	1319580
01f	71567	73651	1250001	1500000	1	1321567	1323651
01f	71646	93064	1250001	1500000	1	1321646	1343064
01f	71673	85178	1250001	1500000	1	1321673	1335178
01f	72061	72076	1250001	1500000	1	1322061	1322076
01f	72138	73340	1250001	1500000	1	1322138	1323340
01f	75503	83165	1250001	1500000	1	1325503	1333165
01f	78736	78758	1250001	1500000	1	1328736	1328758
01f	79772	85033	1250001	1500000	1	1329772	1335033
01f	80121	112360	1250001	1500000	1	1330121	1362360
01f	80812	85033	1250001	1500000	1	1330812	1335033
01f	83165	109778	1250001	1500000	1	1333165	1359778
01f	84902	85489	1250001	1500000	1	1334902	1335489
01f	86504	89305	1250001	1500000	1	1336504	1339305
01f	88086	99795	1250001	1500000	1	1338086	1349795
01f	89011	89018	1250001	1500000	1	1339011	1339018
01f	89186	90815	1250001	1500000	1	1339186	1340815
01f	89654	90648	1250001	1500000	1	1339654	1340648
01f	90648	92418	1250001	1500000	1	1340648	1342418
01f	90815	106742	1250001	1500000	1	1340815	1356742
01f	93569	94885	1250001	1500000	1	1343569	1344885
01f	94770	94848	1250001	1500000	1	1344770	1344848
01f	95012	100689	1250001	1500000	1	1345012	1350689
01f	97724	99253	1250001	1500000	1	1347724	1349253
01f	99253	99404	1250001	1500000	1	1349253	1349404
01f	99375	99394	1250001	1500000	1	1349375	1349394
01f	100689	109940	1250001	1500000	1	1350689	1359940
01f	104198	118589	1250001	1500000	1	1354198	1368589
01f	105068	105981	1250001	1500000	1	1355068	1355981
01f	106335	137182	1250001	1500000	1	1356335	1387182
01f	106739	106742	1250001	1500000	1	1356739	1356742
01f	106739	106742	1250001	1500000	1	1356739	1356742
01f	106739	119554	1250001	1500000	1	1356739	1369554
01f	107779	119346	1250001	1500000	1	1357779	1369346
01f	107781	109010	1250001	1500000	1	1357781	1359010
01f	108601	109940	1250001	1500000	1	1358601	1359940
01f	108851	109778	1250001	1500000	1	1358851	1359778
01f	109576	113274	1250001	1500000	1	1359576	1363274
01f	110195	111852	1250001	1500000	1	1360195	1361852
01f	111402	111852	1250001	1500000	1	1361402	1361852
01f	111426	111852	1250001	1500000	1	1361426	1361852
01f	111847	111852	1250001	1500000	1	1361847	1361852
01f	111847	137748	1250001	1500000	1	1361847	1387748
01f	111847	111852	1250001	1500000	1	1361847	1361852
01f	112621	118058	1250001	1500000	1	1362621	1368058
01f	113972	118589	1250001	1500000	1	1363972	1368589
01f	114608	118058	1250001	1500000	1	1364608	1368058
01f	115188	118733	1250001	1500000	1	1365188	1368733
01f	115720	116125	1250001	1500000	1	1365720	1366125
01f	116108	116275	1250001	1500000	1	1366108	1366275
01f	118589	119176	1250001	1500000	1	1368589	1369176
01f	118589	120936	1250001	1500000	1	1368589	1370936
01f	119114	119116	1250001	1500000	1	1369114	1369116
01f	119554	121136	1250001	1500000	1	1369554	1371136
01f	119554	131890	1250001	1500000	1	1369554	1381890
01f	119734	120387	1250001	1500000	1	1369734	1370387
01f	120645	120651	1250001	1500000	1	1370645	1370651
01f	120651	122849	1250001	1500000	1	1370651	1372849
01f	120933	120936	1250001	1500000	1	1370933	1370936
01f	120933	120936	1250001	1500000	1	1370933	1370936
01f	120933	138008	1250001	1500000	1	1370933	1388008
01f	124021	126122	1250001	1500000	1	1374021	1376122
01f	124441	126682	1250001	1500000	1	1374441	1376682
01f	127866	243360	1250001	1500000	1	1377866	1493360
01f	128662	145450	1250001	1500000	1	1378662	1395450
01f	128662	136140	1250001	1500000	1	1378662	1386140
01f	128818	133781	1250001	1500000	1	1378818	1383781
01f	130213	130833	1250001	1500000	1	1380213	1380833
01f	132409	132556	1250001	1500000	1	1382409	1382556
01f	134057	138895	1250001	1500000	1	1384057	1388895
01f	134238	136359	1250001	1500000	1	1384238	1386359
01f	138939	144128	1250001	1500000	1	1388939	1394128
01f	141574	141578	1250001	1500000	1	1391574	1391578
01f	141799	143974	1250001	1500000	1	1391799	1393974
01f	143107	143111	1250001	1500000	1	1393107	1393111
01f	143974	178803	1250001	1500000	1	1393974	1428803
01f	147998	154122	1250001	1500000	1	1397998	1404122
01f	148246	148266	1250001	1500000	1	1398246	1398266
01f	148799	148806	1250001	1500000	1	1398799	1398806
01f	151520	157100	1250001	1500000	1	1401520	1407100
01f	153790	162239	1250001	1500000	1	1403790	1412239
01f	154866	158660	1250001	1500000	1	1404866	1408660
01f	155049	185286	1250001	1500000	1	1405049	1435286
01f	156284	156286	1250001	1500000	1	1406284	1406286
01f	157100	158193	1250001	1500000	1	1407100	1408193
01f	158336	164287	1250001	1500000	1	1408336	1414287
01f	158336	184741	1250001	1500000	1	1408336	1434741
01f	158447	180572	1250001	1500000	1	1408447	1430572
01f	158447	169208	1250001	1500000	1	1408447	1419208
01f	162214	178803	1250001	1500000	1	1412214	1428803
01f	162841	169807	1250001	1500000	1	1412841	1419807
01f	164336	164337	1250001	1500000	1	1414336	1414337
01f	169807	198318	1250001	1500000	1	1419807	1448318
01f	170043	201650	1250001	1500000	1	1420043	1451650
01f	170526	170726	1250001	1500000	1	1420526	1420726
01f	171658	176758	1250001	1500000	1	1421658	1426758
01f	171658	187095	1250001	1500000	1	1421658	1437095
01f	172443	185569	1250001	1500000	1	1422443	1435569
01f	172701	172976	1250001	1500000	1	1422701	1422976
01f	173170	174521	1250001	1500000	1	1423170	1424521
01f	176323	176758	1250001	1500000	1	1426323	1426758
01f	178747	179493	1250001	1500000	1	1428747	1429493
01f	179434	179493	1250001	1500000	1	1429434	1429493
01f	179895	183656	1250001	1500000	1	1429895	1433656
01f	185286	187548	1250001	1500000	1	1435286	1437548
01f	186943	190171	1250001	1500000	1	1436943	1440171
01f	187406	187853	1250001	1500000	1	1437406	1437853
01f	187406	187548	1250001	1500000	1	1437406	1437548
01f	187559	187575	1250001	1500000	1	1437559	1437575
01f	192299	193231	1250001	1500000	1	1442299	1443231
01f	193185	193525	1250001	1500000	1	1443185	1443525
01f	195573	196545	1250001	1500000	1	1445573	1446545
01f	195840	197806	1250001	1500000	1	1445840	1447806
01f	195840	199193	1250001	1500000	1	1445840	1449193
01f	198667	198668	1250001	1500000	1	1448667	1448668
01f	201365	248199	1250001	1500000	1	1451365	1498199
01f	201365	201650	1250001	1500000	1	1451365	1451650
01f	201611	201650	1250001	1500000	1	1451611	1451650
01f	201611	203495	1250001	1500000	1	1451611	1453495
01f	201611	203574	1250001	1500000	1	1451611	1453574
01f	204322	204340	1250001	1500000	1	1454322	1454340
01f	205546	207325	1250001	1500000	1	1455546	1457325
01f	206310	207930	1250001	1500000	1	1456310	1457930
01f	207498	208152	1250001	1500000	1	1457498	1458152
01f	209930	209954	1250001	1500000	1	1459930	1459954
01f	211607	211888	1250001	1500000	1	1461607	1461888
01f	211653	213595	1250001	1500000	1	1461653	1463595
01f	213337	213719	1250001	1500000	1	1463337	1463719
01f	213540	213543	1250001	1500000	1	1463540	1463543
01f	214165	226230	1250001	1500000	1	1464165	1476230
01f	216634	216691	1250001	1500000	1	1466634	1466691
01f	219485	221853	1250001	1500000	1	1469485	1471853
01f	220728	225584	1250001	1500000	1	1470728	1475584
01f	221375	234764	1250001	1500000	1	1471375	1484764
01f	222628	225668	1250001	1500000	1	1472628	1475668
01f	225584	230570	1250001	1500000	1	1475584	1480570
01f	225584	225668	1250001	1500000	1	1475584	1475668
01f	225584	225730	1250001	1500000	1	1475584	1475730
01f	225707	225730	1250001	1500000	1	1475707	1475730
01f	229334	230660	1250001	1500000	1	1479334	1480660
01f	230556	230660	1250001	1500000	1	1480556	1480660
01f	230556	230579	1250001	1500000	1	1480556	1480579
01f	231558	238517	1250001	1500000	1	1481558	1488517
01f	234726	234764	1250001	1500000	1	1484726	1484764
01f	238007	239747	1250001	1500000	1	1488007	1489747
01f	238007	246647	1250001	1500000	1	1488007	1496647
01f	238081	238090	1250001	1500000	1	1488081	1488090
01f	238517	243005	1250001	1500000	1	1488517	1493005
01f	240039	248199	1250001	1500000	1	1490039	1498199
01f	240785	243005	1250001	1500000	1	1490785	1493005
01f	247638	247817	1250001	1500000	1	1497638	1497817
01g	2017	6421	1500001	1768582	1	1502017	1506421
01g	2947	11025	1500001	1768582	1	1502947	1511025
01g	2947	15200	1500001	1768582	1	1502947	1515200
01g	4727	27788	1500001	1768582	1	1504727	1527788
01g	5793	6988	1500001	1768582	1	1505793	1506988
01g	7803	9169	1500001	1768582	1	1507803	1509169
01g	8683	45274	1500001	1768582	1	1508683	1545274
01g	8683	21043	1500001	1768582	1	1508683	1521043
01g	9441	15200	1500001	1768582	1	1509441	1515200
01g	13409	28126	1500001	1768582	1	1513409	1528126
01g	13409	28846	1500001	1768582	1	1513409	1528846
01g	13801	21043	1500001	1768582	1	1513801	1521043
01g	14392	19459	1500001	1768582	1	1514392	1519459
01g	14392	17713	1500001	1768582	1	1514392	1517713
01g	14806	18183	1500001	1768582	1	1514806	1518183
01g	18192	18901	1500001	1768582	1	1518192	1518901
01g	18937	24770	1500001	1768582	1	1518937	1524770
01g	20167	24770	1500001	1768582	1	1520167	1524770
01g	20401	22129	1500001	1768582	1	1520401	1522129
01g	22127	22129	1500001	1768582	1	1522127	1522129
01g	23583	30254	1500001	1768582	1	1523583	1530254
01g	24067	26341	1500001	1768582	1	1524067	1526341
01g	25227	25649	1500001	1768582	1	1525227	1525649
01g	26330	29343	1500001	1768582	1	1526330	1529343
01g	28126	29447	1500001	1768582	1	1528126	1529447
01g	28387	29924	1500001	1768582	1	1528387	1529924
01g	29904	29965	1500001	1768582	1	1529904	1529965
01g	29924	37459	1500001	1768582	1	1529924	1537459
01g	31925	31932	1500001	1768582	1	1531925	1531932
01g	31925	31932	1500001	1768582	1	1531925	1531932
01g	31959	32129	1500001	1768582	1	1531959	1532129
01g	32880	32881	1500001	1768582	1	1532880	1532881
01g	32880	33130	1500001	1768582	1	1532880	1533130
01g	33130	35917	1500001	1768582	1	1533130	1535917
01g	33230	33233	1500001	1768582	1	1533230	1533233
01g	36659	37418	1500001	1768582	1	1536659	1537418
01g	37510	39132	1500001	1768582	1	1537510	1539132
01g	37585	38471	1500001	1768582	1	1537585	1538471
01g	38028	38030	1500001	1768582	1	1538028	1538030
01g	38173	39872	1500001	1768582	1	1538173	1539872
01g	38855	38871	1500001	1768582	1	1538855	1538871
01g	39132	40867	1500001	1768582	1	1539132	1540867
01g	40025	42574	1500001	1768582	1	1540025	1542574
01g	42582	48944	1500001	1768582	1	1542582	1548944
01g	44117	61888	1500001	1768582	1	1544117	1561888
01g	45563	45633	1500001	1768582	1	1545563	1545633
01g	46967	48944	1500001	1768582	1	1546967	1548944
01g	51305	51353	1500001	1768582	1	1551305	1551353
01g	52386	52916	1500001	1768582	1	1552386	1552916
01g	53698	57751	1500001	1768582	1	1553698	1557751
01g	54820	68471	1500001	1768582	1	1554820	1568471
01g	57337	57340	1500001	1768582	1	1557337	1557340
01g	57751	58197	1500001	1768582	1	1557751	1558197
01g	58429	69125	1500001	1768582	1	1558429	1569125
01g	60213	65671	1500001	1768582	1	1560213	1565671
01g	61180	61182	1500001	1768582	1	1561180	1561182
01g	61180	61182	1500001	1768582	1	1561180	1561182
01g	61195	61347	1500001	1768582	1	1561195	1561347
01g	62874	62962	1500001	1768582	1	1562874	1562962
01g	63060	63558	1500001	1768582	1	1563060	1563558
01g	63325	63605	1500001	1768582	1	1563325	1563605
01g	64674	64678	1500001	1768582	1	1564674	1564678
01g	64674	64678	1500001	1768582	1	1564674	1564678
01g	66706	68628	1500001	1768582	1	1566706	1568628
01g	66939	68471	1500001	1768582	1	1566939	1568471
01g	67003	70305	1500001	1768582	1	1567003	1570305
01g	67270	143081	1500001	1768582	1	1567270	1643081
01g	67270	67348	1500001	1768582	1	1567270	1567348
01g	68471	69226	1500001	1768582	1	1568471	1569226
01g	68744	69125	1500001	1768582	1	1568744	1569125
01g	68761	70964	1500001	1768582	1	1568761	1570964
01g	71437	119613	1500001	1768582	1	1571437	1619613
01g	71972	74139	1500001	1768582	1	1571972	1574139
01g	71972	75332	1500001	1768582	1	1571972	1575332
01g	75382	112094	1500001	1768582	1	1575382	1612094
01g	76392	113639	1500001	1768582	1	1576392	1613639
01g	98751	112601	1500001	1768582	1	1598751	1612601
01g	99985	106085	1500001	1768582	1	1599985	1606085
01g	102485	106085	1500001	1768582	1	1602485	1606085
01g	102487	102489	1500001	1768582	1	1602487	1602489
01g	104332	118606	1500001	1768582	1	1604332	1618606
01g	105991	125669	1500001	1768582	1	1605991	1625669
01g	107929	109097	1500001	1768582	1	1607929	1609097
01g	108740	118500	1500001	1768582	1	1608740	1618500
01g	111712	111713	1500001	1768582	1	1611712	1611713
01g	112297	113196	1500001	1768582	1	1612297	1613196
01g	116524	118601	1500001	1768582	1	1616524	1618601
01g	116747	117917	1500001	1768582	1	1616747	1617917
01g	118764	124612	1500001	1768582	1	1618764	1624612
01g	120508	125704	1500001	1768582	1	1620508	1625704
01g	122716	122733	1500001	1768582	1	1622716	1622733
01g	124130	189482	1500001	1768582	1	1624130	1689482
01g	124612	125416	1500001	1768582	1	1624612	1625416
01g	125295	126371	1500001	1768582	1	1625295	1626371
01g	126587	128059	1500001	1768582	1	1626587	1628059
01g	126981	127322	1500001	1768582	1	1626981	1627322
01g	131187	143081	1500001	1768582	1	1631187	1643081
01g	135366	140498	1500001	1768582	1	1635366	1640498
01g	135611	144143	1500001	1768582	1	1635611	1644143
01g	135815	136732	1500001	1768582	1	1635815	1636732
01g	136528	182972	1500001	1768582	1	1636528	1682972
01g	140498	162929	1500001	1768582	1	1640498	1662929
01g	140720	140767	1500001	1768582	1	1640720	1640767
01g	144143	181460	1500001	1768582	1	1644143	1681460
01g	144168	184288	1500001	1768582	1	1644168	1684288
01g	147571	147686	1500001	1768582	1	1647571	1647686
01g	153766	186850	1500001	1768582	1	1653766	1686850
01g	157136	161629	1500001	1768582	1	1657136	1661629
01g	157136	188407	1500001	1768582	1	1657136	1688407
01g	158975	159280	1500001	1768582	1	1658975	1659280
01g	162090	181525	1500001	1768582	1	1662090	1681525
01g	162292	184288	1500001	1768582	1	1662292	1684288
01g	162635	162929	1500001	1768582	1	1662635	1662929
01g	162754	162929	1500001	1768582	1	1662754	1662929
01g	181468	183340	1500001	1768582	1	1681468	1683340
01g	181878	186850	1500001	1768582	1	1681878	1686850
01g	181878	183023	1500001	1768582	1	1681878	1683023
01g	182972	184435	1500001	1768582	1	1682972	1684435
01g	188407	188990	1500001	1768582	1	1688407	1688990
01g	190030	190093	1500001	1768582	1	1690030	1690093
01g	190503	192864	1500001	1768582	1	1690503	1692864
01g	191328	193281	1500001	1768582	1	1691328	1693281
01g	191328	193281	1500001	1768582	1	1691328	1693281
01g	194530	194537	1500001	1768582	1	1694530	1694537
01g	197910	200567	1500001	1768582	1	1697910	1700567
01g	198729	198730	1500001	1768582	1	1698729	1698730
01g	199178	200623	1500001	1768582	1	1699178	1700623
01g	203966	220400	1500001	1768582	1	1703966	1720400
01g	208227	213090	1500001	1768582	1	1708227	1713090
01g	212119	243865	1500001	1768582	1	1712119	1743865
01g	212586	212589	1500001	1768582	1	1712586	1712589
01g	216912	223312	1500001	1768582	1	1716912	1723312
01g	218572	218822	1500001	1768582	1	1718572	1718822
01g	219798	248749	1500001	1768582	1	1719798	1748749
01g	222721	224758	1500001	1768582	1	1722721	1724758
01g	223312	246974	1500001	1768582	1	1723312	1746974
01g	223312	230909	1500001	1768582	1	1723312	1730909
