SubRegion	GC_Beg	GC_End	ST_Beg	ST_End	ST_Ori	ABeg	AEnd
02c	218566	218571	2250001	2504966	1	2468566	2468571
02c	220253	220259	2250001	2504966	1	2470253	2470259
02c	220258	220259	2250001	2504966	1	2470258	2470259
02c	220423	220434	2250001	2504966	1	2470423	2470434
02c	237011	237548	2250001	2504966	1	2487011	2487548
02c	237548	244415	2250001	2504966	1	2487548	2494415
02c	238347	238455	2250001	2504966	1	2488347	2488455
02c	239142	239238	2250001	2504966	1	2489142	2489238
02c	239184	241899	2250001	2504966	1	2489184	2491899
02c	242683	242759	2250001	2504966	1	2492683	2492759
02c	246340	246354	2250001	2504966	1	2496340	2496354
02c	247414	247461	2250001	2504966	1	2497414	2497461
02c	247782	247783	2250001	2504966	1	2497782	2497783
02c	248179	253934	2250001	2504966	1	2498179	2503934
02c	250114	250115	2250001	2504966	1	2500114	2500115
02c	253921	253934	2250001	2504966	1	2503921	2503934
03a	445	3317	2504967	2750000	1	2505411	2508283
03a	739	2189	2504967	2750000	1	2505705	2507155
03a	3076	4344	2504967	2750000	1	2508042	2509310
03a	3076	3317	2504967	2750000	1	2508042	2508283
03a	4324	29710	2504967	2750000	1	2509290	2534676
03a	4324	4344	2504967	2750000	1	2509290	2509310
03a	10330	10332	2504967	2750000	1	2515296	2515298
03a	10546	10547	2504967	2750000	1	2515512	2515513
03a	11779	11786	2504967	2750000	1	2516745	2516752
03a	12508	13429	2504967	2750000	1	2517474	2518395
03a	13123	14592	2504967	2750000	1	2518089	2519558
03a	13606	43891	2504967	2750000	1	2518572	2548857
03a	16948	16949	2504967	2750000	1	2521914	2521915
03a	19336	19347	2504967	2750000	1	2524302	2524313
03a	19758	37850	2504967	2750000	1	2524724	2542816
03a	21861	25402	2504967	2750000	1	2526827	2530368
03a	22178	32778	2504967	2750000	1	2527144	2537744
03a	26127	32611	2504967	2750000	1	2531093	2537577
03a	27146	27381	2504967	2750000	1	2532112	2532347
03a	31566	31827	2504967	2750000	1	2536532	2536793
03a	31827	38354	2504967	2750000	1	2536793	2543320
03a	34963	35155	2504967	2750000	1	2539929	2540121
03a	35155	39767	2504967	2750000	1	2540121	2544733
03a	39640	39767	2504967	2750000	1	2544606	2544733
03a	39767	42715	2504967	2750000	1	2544733	2547681
03a	47693	54642	2504967	2750000	1	2552659	2559608
03a	47693	48329	2504967	2750000	1	2552659	2553295
03a	47693	51597	2504967	2750000	1	2552659	2556563
03a	51597	54642	2504967	2750000	1	2556563	2559608
03a	51959	55993	2504967	2750000	1	2556925	2560959
03a	56472	56486	2504967	2750000	1	2561438	2561452
03a	58957	58984	2504967	2750000	1	2563923	2563950
03a	58957	59032	2504967	2750000	1	2563923	2563998
03a	60154	60172	2504967	2750000	1	2565120	2565138
03a	64393	66273	2504967	2750000	1	2569359	2571239
03a	64845	64901	2504967	2750000	1	2569811	2569867
03a	64845	64846	2504967	2750000	1	2569811	2569812
03a	69603	71197	2504967	2750000	1	2574569	2576163
03a	70363	73028	2504967	2750000	1	2575329	2577994
03a	70745	70783	2504967	2750000	1	2575711	2575749
03a	70748	72524	2504967	2750000	1	2575714	2577490
03a	74769	81777	2504967	2750000	1	2579735	2586743
03a	84196	90611	2504967	2750000	1	2589162	2595577
03a	87500	87533	2504967	2750000	1	2592466	2592499
03a	89505	89508	2504967	2750000	1	2594471	2594474
03a	90226	95724	2504967	2750000	1	2595192	2600690
03a	90781	90803	2504967	2750000	1	2595747	2595769
03a	91073	91077	2504967	2750000	1	2596039	2596043
03a	92663	92670	2504967	2750000	1	2597629	2597636
03a	98364	99768	2504967	2750000	1	2603330	2604734
03a	99136	99138	2504967	2750000	1	2604102	2604104
03a	100281	100312	2504967	2750000	1	2605247	2605278
03a	102502	103910	2504967	2750000	1	2607468	2608876
03a	103532	103538	2504967	2750000	1	2608498	2608504
03a	103910	112297	2504967	2750000	1	2608876	2617263
03a	105785	105792	2504967	2750000	1	2610751	2610758
03a	109007	110159	2504967	2750000	1	2613973	2615125
03a	117154	117169	2504967	2750000	1	2622120	2622135
03a	121422	121477	2504967	2750000	1	2626388	2626443
03a	121978	121982	2504967	2750000	1	2626944	2626948
03a	123083	123107	2504967	2750000	1	2628049	2628073
03a	133348	138045	2504967	2750000	1	2638314	2643011
03a	133734	133864	2504967	2750000	1	2638700	2638830
03a	135258	135737	2504967	2750000	1	2640224	2640703
03a	136441	136443	2504967	2750000	1	2641407	2641409
03a	137303	138364	2504967	2750000	1	2642269	2643330
03a	140648	140845	2504967	2750000	1	2645614	2645811
03a	141620	141942	2504967	2750000	1	2646586	2646908
03a	141841	141942	2504967	2750000	1	2646807	2646908
03a	141937	141942	2504967	2750000	1	2646903	2646908
03a	143315	143649	2504967	2750000	1	2648281	2648615
03a	146414	146415	2504967	2750000	1	2651380	2651381
03a	150537	151623	2504967	2750000	1	2655503	2656589
03a	151623	151769	2504967	2750000	1	2656589	2656735
03a	151623	154256	2504967	2750000	1	2656589	2659222
03a	152279	152282	2504967	2750000	1	2657245	2657248
03a	154194	154256	2504967	2750000	1	2659160	2659222
03a	160259	160286	2504967	2750000	1	2665225	2665252
03a	160816	160849	2504967	2750000	1	2665782	2665815
03a	161503	161509	2504967	2750000	1	2666469	2666475
03a	163252	164938	2504967	2750000	1	2668218	2669904
03a	165486	237244	2504967	2750000	1	2670452	2742210
03a	165724	165743	2504967	2750000	1	2670690	2670709
03a	167832	171447	2504967	2750000	1	2672798	2676413
03a	170604	170661	2504967	2750000	1	2675570	2675627
03a	172555	182660	2504967	2750000	1	2677521	2687626
03a	173804	173827	2504967	2750000	1	2678770	2678793
03a	174702	174703	2504967	2750000	1	2679668	2679669
03a	174949	182660	2504967	2750000	1	2679915	2687626
03a	175166	175172	2504967	2750000	1	2680132	2680138
03a	182411	182660	2504967	2750000	1	2687377	2687626
03a	182721	182738	2504967	2750000	1	2687687	2687704
03a	183056	191750	2504967	2750000	1	2688022	2696716
03a	183056	191615	2504967	2750000	1	2688022	2696581
03a	183094	183713	2504967	2750000	1	2688060	2688679
03a	187439	188072	2504967	2750000	1	2692405	2693038
03a	189576	191560	2504967	2750000	1	2694542	2696526
03a	189629	189637	2504967	2750000	1	2694595	2694603
03a	190137	190140	2504967	2750000	1	2695103	2695106
03a	191055	194318	2504967	2750000	1	2696021	2699284
03a	191461	191462	2504967	2750000	1	2696427	2696428
03a	191559	191562	2504967	2750000	1	2696525	2696528
03a	191615	199852	2504967	2750000	1	2696581	2704818
03a	191948	192222	2504967	2750000	1	2696914	2697188
03a	194045	194050	2504967	2750000	1	2699011	2699016
03a	194737	194742	2504967	2750000	1	2699703	2699708
03a	197349	197375	2504967	2750000	1	2702315	2702341
03a	197408	197458	2504967	2750000	1	2702374	2702424
03a	197448	197673	2504967	2750000	1	2702414	2702639
03a	197448	197590	2504967	2750000	1	2702414	2702556
03a	198574	198575	2504967	2750000	1	2703540	2703541
03a	201407	201408	2504967	2750000	1	2706373	2706374
03a	204775	206644	2504967	2750000	1	2709741	2711610
03a	210126	210203	2504967	2750000	1	2715092	2715169
03a	211437	214746	2504967	2750000	1	2716403	2719712
03a	211437	211438	2504967	2750000	1	2716403	2716404
03a	211753	216099	2504967	2750000	1	2716719	2721065
03a	211991	211994	2504967	2750000	1	2716957	2716960
03a	213985	217164	2504967	2750000	1	2718951	2722130
03a	214510	214535	2504967	2750000	1	2719476	2719501
03a	216432	216470	2504967	2750000	1	2721398	2721436
03a	216684	217707	2504967	2750000	1	2721650	2722673
03a	217705	217707	2504967	2750000	1	2722671	2722673
03a	218178	218181	2504967	2750000	1	2723144	2723147
03a	220527	220906	2504967	2750000	1	2725493	2725872
03a	223281	224698	2504967	2750000	1	2728247	2729664
03a	224218	244737	2504967	2750000	1	2729184	2749703
03a	225388	227652	2504967	2750000	1	2730354	2732618
03a	225826	225969	2504967	2750000	1	2730792	2730935
03a	225913	225919	2504967	2750000	1	2730879	2730885
03a	227652	244374	2504967	2750000	1	2732618	2749340
03a	228147	228150	2504967	2750000	1	2733113	2733116
03a	229078	229079	2504967	2750000	1	2734044	2734045
03a	229523	229524	2504967	2750000	1	2734489	2734490
03a	235005	240260	2504967	2750000	1	2739971	2745226
03a	235005	235014	2504967	2750000	1	2739971	2739980
03a	235005	243362	2504967	2750000	1	2739971	2748328
03a	235361	236218	2504967	2750000	1	2740327	2741184
03a	239041	239179	2504967	2750000	1	2744007	2744145
03a	240412	240771	2504967	2750000	1	2745378	2745737
03a	240680	240728	2504967	2750000	1	2745646	2745694
03a	242112	242750	2504967	2750000	1	2747078	2747716
03a	243977	244374	2504967	2750000	1	2748943	2749340
03a	244357	244374	2504967	2750000	1	2749323	2749340
03b	322	910	2750001	3000000	1	2750322	2750910
03b	2044	2761	2750001	3000000	1	2752044	2752761
03b	3313	4081	2750001	3000000	1	2753313	2754081
03b	3494	3833	2750001	3000000	1	2753494	2753833
03b	5131	112842	2750001	3000000	1	2755131	2862842
03b	6953	6974	2750001	3000000	1	2756953	2756974
03b	7340	32046	2750001	3000000	1	2757340	2782046
03b	8059	8780	2750001	3000000	1	2758059	2758780
03b	10024	10104	2750001	3000000	1	2760024	2760104
03b	10024	12112	2750001	3000000	1	2760024	2762112
03b	12112	12835	2750001	3000000	1	2762112	2762835
03b	12887	13135	2750001	3000000	1	2762887	2763135
03b	13116	16299	2750001	3000000	1	2763116	2766299
03b	19279	20834	2750001	3000000	1	2769279	2770834
03b	19732	19736	2750001	3000000	1	2769732	2769736
03b	19735	27086	2750001	3000000	1	2769735	2777086
03b	23317	32308	2750001	3000000	1	2773317	2782308
03b	26476	26531	2750001	3000000	1	2776476	2776531
03b	29037	29161	2750001	3000000	1	2779037	2779161
03b	32011	79716	2750001	3000000	1	2782011	2829716
03b	33260	43588	2750001	3000000	1	2783260	2793588
03b	37291	37315	2750001	3000000	1	2787291	2787315
03b	38705	39136	2750001	3000000	1	2788705	2789136
03b	39202	39271	2750001	3000000	1	2789202	2789271
03b	39929	40195	2750001	3000000	1	2789929	2790195
03b	41210	41229	2750001	3000000	1	2791210	2791229
03b	41560	41648	2750001	3000000	1	2791560	2791648
03b	43157	43656	2750001	3000000	1	2793157	2793656
03b	43164	43575	2750001	3000000	1	2793164	2793575
03b	44564	44603	2750001	3000000	1	2794564	2794603
03b	44576	45883	2750001	3000000	1	2794576	2795883
03b	45484	45559	2750001	3000000	1	2795484	2795559
03b	50323	50518	2750001	3000000	1	2800323	2800518
03b	50382	50395	2750001	3000000	1	2800382	2800395
03b	50518	68375	2750001	3000000	1	2800518	2818375
03b	51222	51260	2750001	3000000	1	2801222	2801260
03b	52152	52219	2750001	3000000	1	2802152	2802219
03b	52442	52570	2750001	3000000	1	2802442	2802570
03b	53378	53725	2750001	3000000	1	2803378	2803725
03b	54160	54170	2750001	3000000	1	2804160	2804170
03b	55976	56529	2750001	3000000	1	2805976	2806529
03b	60916	60967	2750001	3000000	1	2810916	2810967
03b	62062	62092	2750001	3000000	1	2812062	2812092
03b	63914	65830	2750001	3000000	1	2813914	2815830
03b	64406	64643	2750001	3000000	1	2814406	2814643
03b	65816	65830	2750001	3000000	1	2815816	2815830
03b	65938	90348	2750001	3000000	1	2815938	2840348
03b	65938	66124	2750001	3000000	1	2815938	2816124
03b	67877	68323	2750001	3000000	1	2817877	2818323
03b	68311	68375	2750001	3000000	1	2818311	2818375
03b	68344	68375	2750001	3000000	1	2818344	2818375
03b	77185	79929	2750001	3000000	1	2827185	2829929
03b	79618	83317	2750001	3000000	1	2829618	2833317
03b	81737	81996	2750001	3000000	1	2831737	2831996
03b	88771	88902	2750001	3000000	1	2838771	2838902
03b	95636	101883	2750001	3000000	1	2845636	2851883
03b	96225	96241	2750001	3000000	1	2846225	2846241
03b	98511	98518	2750001	3000000	1	2848511	2848518
03b	98780	98815	2750001	3000000	1	2848780	2848815
03b	98846	98847	2750001	3000000	1	2848846	2848847
03b	100111	100131	2750001	3000000	1	2850111	2850131
03b	102430	102432	2750001	3000000	1	2852430	2852432
03b	103209	108484	2750001	3000000	1	2853209	2858484
03b	104491	104523	2750001	3000000	1	2854491	2854523
03b	104683	104711	2750001	3000000	1	2854683	2854711
03b	106771	106789	2750001	3000000	1	2856771	2856789
03b	110237	110251	2750001	3000000	1	2860237	2860251
03b	113243	113283	2750001	3000000	1	2863243	2863283
03b	116202	116516	2750001	3000000	1	2866202	2866516
03b	116717	116718	2750001	3000000	1	2866717	2866718
03b	120511	120518	2750001	3000000	1	2870511	2870518
03b	122038	122039	2750001	3000000	1	2872038	2872039
03b	124667	124685	2750001	3000000	1	2874667	2874685
03b	126897	126906	2750001	3000000	1	2876897	2876906
03b	137763	137764	2750001	3000000	1	2887763	2887764
03b	137801	137947	2750001	3000000	1	2887801	2887947
03b	137801	138282	2750001	3000000	1	2887801	2888282
03b	137937	137947	2750001	3000000	1	2887937	2887947
03b	138233	138244	2750001	3000000	1	2888233	2888244
03b	140672	140717	2750001	3000000	1	2890672	2890717
03b	141093	141095	2750001	3000000	1	2891093	2891095
03b	141376	141378	2750001	3000000	1	2891376	2891378
03b	141449	141451	2750001	3000000	1	2891449	2891451
03b	143060	144088	2750001	3000000	1	2893060	2894088
03b	143299	143395	2750001	3000000	1	2893299	2893395
03b	143344	144088	2750001	3000000	1	2893344	2894088
03b	145593	145702	2750001	3000000	1	2895593	2895702
03b	146936	152831	2750001	3000000	1	2896936	2902831
03b	147530	147533	2750001	3000000	1	2897530	2897533
03b	149913	229224	2750001	3000000	1	2899913	2979224
03b	150667	150757	2750001	3000000	1	2900667	2900757
03b	150954	151035	2750001	3000000	1	2900954	2901035
03b	154666	154667	2750001	3000000	1	2904666	2904667
03b	158265	158281	2750001	3000000	1	2908265	2908281
03b	160155	160165	2750001	3000000	1	2910155	2910165
03b	161247	161249	2750001	3000000	1	2911247	2911249
03b	162552	162571	2750001	3000000	1	2912552	2912571
03b	164055	164090	2750001	3000000	1	2914055	2914090
03b	166594	166608	2750001	3000000	1	2916594	2916608
03b	167719	167730	2750001	3000000	1	2917719	2917730
03b	167999	173271	2750001	3000000	1	2917999	2923271
03b	172197	173271	2750001	3000000	1	2922197	2923271
03b	175242	175243	2750001	3000000	1	2925242	2925243
03b	175589	176222	2750001	3000000	1	2925589	2926222
03b	176382	178756	2750001	3000000	1	2926382	2928756
03b	177236	177257	2750001	3000000	1	2927236	2927257
03b	181716	182969	2750001	3000000	1	2931716	2932969
03b	186295	187935	2750001	3000000	1	2936295	2937935
03b	187380	187407	2750001	3000000	1	2937380	2937407
03b	193116	203634	2750001	3000000	1	2943116	2953634
03b	193634	207351	2750001	3000000	1	2943634	2957351
03b	197324	242609	2750001	3000000	1	2947324	2992609
03b	197324	197496	2750001	3000000	1	2947324	2947496
03b	199337	199796	2750001	3000000	1	2949337	2949796
03b	199337	206240	2750001	3000000	1	2949337	2956240
03b	205132	205457	2750001	3000000	1	2955132	2955457
03b	205775	206520	2750001	3000000	1	2955775	2956520
03b	205775	205785	2750001	3000000	1	2955775	2955785
03b	206944	207009	2750001	3000000	1	2956944	2957009
03b	207318	207351	2750001	3000000	1	2957318	2957351
03b	207346	207351	2750001	3000000	1	2957346	2957351
03b	224395	224430	2750001	3000000	1	2974395	2974430
03b	229224	229333	2750001	3000000	1	2979224	2979333
03b	231048	231263	2750001	3000000	1	2981048	2981263
03b	232654	234391	2750001	3000000	1	2982654	2984391
03b	236007	236067	2750001	3000000	1	2986007	2986067
03c	3582	3751	3000001	3250000	1	3003582	3003751
03c	7281	84046	3000001	3250000	1	3007281	3084046
03c	7281	138347	3000001	3250000	1	3007281	3138347
03c	10506	18639	3000001	3250000	1	3010506	3018639
03c	11421	11449	3000001	3250000	1	3011421	3011449
03c	12918	13173	3000001	3250000	1	3012918	3013173
03c	23849	24002	3000001	3250000	1	3023849	3024002
03c	26137	26155	3000001	3250000	1	3026137	3026155
03c	36987	76897	3000001	3250000	1	3036987	3076897
03c	37220	37774	3000001	3250000	1	3037220	3037774
03c	37220	37243	3000001	3250000	1	3037220	3037243
03c	37332	37337	3000001	3250000	1	3037332	3037337
03c	37751	37774	3000001	3250000	1	3037751	3037774
03c	38921	38975	3000001	3250000	1	3038921	3038975
03c	42488	42491	3000001	3250000	1	3042488	3042491
03c	43492	43495	3000001	3250000	1	3043492	3043495
03c	43694	43712	3000001	3250000	1	3043694	3043712
03c	43941	81988	3000001	3250000	1	3043941	3081988
03c	44366	48315	3000001	3250000	1	3044366	3048315
03c	47925	48315	3000001	3250000	1	3047925	3048315
03c	49971	70270	3000001	3250000	1	3049971	3070270
03c	58120	58232	3000001	3250000	1	3058120	3058232
03c	71602	87795	3000001	3250000	1	3071602	3087795
03c	71602	76487	3000001	3250000	1	3071602	3076487
03c	72462	72463	3000001	3250000	1	3072462	3072463
03c	72844	73614	3000001	3250000	1	3072844	3073614
03c	74941	75601	3000001	3250000	1	3074941	3075601
03c	76868	76889	3000001	3250000	1	3076868	3076889
03c	77397	77830	3000001	3250000	1	3077397	3077830
03c	77730	77905	3000001	3250000	1	3077730	3077905
03c	78785	78786	3000001	3250000	1	3078785	3078786
03c	90610	90877	3000001	3250000	1	3090610	3090877
03c	90869	91301	3000001	3250000	1	3090869	3091301
03c	90945	90961	3000001	3250000	1	3090945	3090961
03c	91252	91301	3000001	3250000	1	3091252	3091301
03c	93588	93784	3000001	3250000	1	3093588	3093784
03c	93617	209806	3000001	3250000	1	3093617	3209806
03c	93617	181640	3000001	3250000	1	3093617	3181640
03c	94952	95012	3000001	3250000	1	3094952	3095012
03c	97423	97457	3000001	3250000	1	3097423	3097457
03c	97709	105372	3000001	3250000	1	3097709	3105372
03c	97709	97741	3000001	3250000	1	3097709	3097741
03c	97736	97741	3000001	3250000	1	3097736	3097741
03c	100938	105267	3000001	3250000	1	3100938	3105267
03c	103836	104068	3000001	3250000	1	3103836	3104068
03c	104602	104646	3000001	3250000	1	3104602	3104646
03c	104638	104646	3000001	3250000	1	3104638	3104646
03c	105367	109654	3000001	3250000	1	3105367	3109654
03c	108088	108092	3000001	3250000	1	3108088	3108092
03c	108478	112534	3000001	3250000	1	3108478	3112534
03c	109652	110017	3000001	3250000	1	3109652	3110017
03c	110699	110703	3000001	3250000	1	3110699	3110703
03c	111432	111936	3000001	3250000	1	3111432	3111936
03c	112534	113106	3000001	3250000	1	3112534	3113106
